"season","departure_airport","weather_condition","cloud_type","jet_stream_region","arrival_congestion","aircraft_type","upholstery_style","engine_model","manufacturer_country","terminal_architecture","flight_distance","takeoff_weight","payload_weight","cruise_altitude","average_cruise_speed","headwind_tailwind_speed","taxi_out_time","airborne_time","outside_air_temperature","holding_time","ife_screens","seats_installed","checked_baggage_count","cabin_pressurization_setting","scheduled_arrival_buffer","departure_runways","meal_services","fuel_consumption"
"Summer","ATL","Rain","Stratus","Subtropical Jet","Moderate","B787","Premium Fabric","GEnx","United States","Concrete Hub",1866.10702188843,168751.278868662,38919.1461204563,42678.2580292702,503.759387327825,29.6398878517212,20.861829113416,293.41244716102,-31.049636875868,13.3097844967676,229,268.353519377762,219,5494.89250511946,31.8817969329725,9,4,13736.6166658846
"Summer","ATL","Rain","Stratus","Subtropical Jet","High","A320","Standard Fabric","CFM56","Consortium","Classic Terminal",637.688831520483,84030.4401825786,22242.820055931,36366.2024377009,457.372416075884,2.21145032250634,12.0235366300543,170.302525962598,-29.7709569440312,0,59,183.407313314494,155,7662.00150987451,36.005652223965,6,0,2836.35217700618
"Winter","ATL","Snow","Stratus","Polar Jet","Moderate","B737","Standard Fabric","CFM56","United States","Modern Glass",720.747359427295,85526.039347696,21772.0158480448,39418.1548966681,484.124522811819,15.8284036003304,14.1554420267415,129.64798930215,-66.9168966552321,7.36940158912201,72,209.142120356551,153,8279.94211294139,9.22741861007142,5,0,3818.40269998261
"Summer","ATL","Rain","Cumulonimbus","Subtropical Jet","Severe","A320","Lie-Flat Premium","CFM56","Consortium","Modern Glass",675.66987519323,77040.7344690807,17075.1897773677,33793.3279885415,440.319379125074,7.87298013696342,75.7619195870279,159.404976526442,-28.7162984715405,0,29,117.866503235497,127,7361.58234887071,43.2310569389725,4,0,3282.6549650601
"Summer","LAX","Clear","Cumulus","Weak Jet","High","A320","Premium Fabric","LEAP-1A","France","Modern Glass",762.567672577327,78530.3047548518,21207.4027925437,38221.9212631769,488.463149416773,-24.6797566893869,44.6153526424511,170.457261704053,-35.1508266200212,0,86,184.602500613711,213,7700.83425339745,2.63214323527194,2,0,4121.37736580917
"Summer","ATL","Rain","Cumulus","Weak Jet","Low","A320","Leather","LEAP-1A","France","Classic Terminal",440.719028820002,77803.9830379534,18117.9672680873,35996.6919546267,465.720185933713,6.32938525809322,10.9334425651611,94.7708000404605,-34.425870297737,4.84463767981998,80,174.848024346635,145,7639.98245155647,5.50018731777334,4,0,1801.07633877601
"Summer","ATL","Storm","Cumulonimbus","Weak Jet","Severe","B787","Leather","GEnx","United States","Regional Functional",2028.12919020698,180731.882646711,39674.5096792617,39684.8591112685,507.351071239089,-8.23222400258983,98.4754782989408,538.196268541408,-38.7263875588524,124.436224619879,280,275.128315116366,300,5291.96052626038,28.6055971835266,1,4,33382.6834230378
"Spring","LAX","Storm","Cumulonimbus","Subtropical Jet","High","A320","Leather","LEAP-1A","Consortium","Classic Terminal",1089.29775358568,89089.3565876513,17412.7509753373,34780.6147656505,444.574002538923,-27.6448039216618,194.953284392895,272.730355452461,-38.7408957103239,130.804187982704,94,184.515407155395,152,7205.4899164264,44.8766806994008,1,2,10537.9429161071
"Summer","LAX","Rain","Cumulus","Subtropical Jet","High","B737","Premium Fabric","CFM56","Consortium","Modern Glass",932.29664349586,78031.4448222758,13912.1958925017,38141.4012147356,461.077673434478,-11.6709164712561,42.0788161380011,108.036130146462,-28.6177269239999,15.795416649567,98,193.200160147553,105,7265.8843489602,16.7466065365271,6,1,4724.73694155038
"Fall","LAX","Clear","Cirrus","Weak Jet","High","B787","Standard Fabric","GEnx","United States","Classic Terminal",2262.10398107242,180173.220635707,51080.1170733574,42880.2794658052,494.100462913827,9.4079436397817,42.6987614179549,655.917557597052,-44.6818695419323,25.0465171894832,208,291.196700154077,368,5182.65259650433,41.355837777717,6,1,25199.9309822313
"Spring","JFK","Snow","Stratus","Polar Jet","High","B737","Standard Fabric","LEAP-1A","France","Classic Terminal",678.559658403469,78654.5812933211,12726.3342053733,35277.8009422147,446.077910882605,45.0340557280164,55.8209349403765,98.1530517070424,-64.1578389543006,0,46,180.542404016448,86,7333.26727112098,21.248163766276,3,0,2447.75166697094
"Fall","ATL","Snow","Stratus","Polar Jet","High","A320","Standard Fabric","CFM56","Consortium","Modern Glass",843.159236516505,75368.6151634289,13122.401531896,36139.8250289362,463.613700678111,46.5732777238551,40.8149282712016,224.24048297012,-59.5500790287059,51.3318405374314,86,174.225681698392,114,7909.36420062592,26.3273989903138,5,2,5225.13657256826
"Spring","ATL","Rain","Stratus","Weak Jet","Moderate","A320","Leather","LEAP-1A","France","Regional Functional",742.002978662615,82967.0340697236,18153.957794822,37367.7450409643,470.965603327407,50.0566172530375,33.4592515296762,334.965237955986,-44.3687643945104,0,76,175.414914062014,127,7778.8159375648,32.8280142364361,1,4,4033.52976134544
"Fall","ATL","Clear","Cirrus","Polar Jet","Moderate","B787","Premium Fabric","GEnx","United States","Modern Glass",1964.90767906156,170830.105610518,41953.9226264592,44648.0258635706,510.641229770068,81.4320527917717,22.275636633978,447.836962523012,-57.3267767688319,0,168,268.686411417401,264,5304.33684048604,19.7583606135479,7,3,12093.0271331045
"Winter","JFK","Storm","Cumulonimbus","Polar Jet","Severe","A320","Premium Fabric","CFM56","Consortium","Modern Glass",866.097947873433,70927.3414939106,8686.27784948364,32469.9836826125,422.658010150497,33.3915388204342,121.510611278139,130.164483648762,-66.0433639153484,39.104131995468,64,159.844102802276,82,7510.15058932525,71.7959829696965,5,0,4416.22031913447
"Summer","JFK","Rain","Stratus","Polar Jet","Severe","B737","Leather","CFM56","Consortium","Classic Terminal",1369.17540427139,86006.1626340121,15557.9708825135,35407.6613682738,461.786944449982,47.4308614357773,53.9079658533079,310.126740301804,-45.132180506967,101.953656010995,110,183.890617629899,138,7440.50550300939,33.99144585839,4,3,10961.5296225186
"Spring","SEA","Snow","Stratus","Polar Jet","Low","A320","Standard Fabric","LEAP-1A","France","Concrete Hub",1163.62077740995,91195.1488707829,20268.7064155393,40651.8879923596,491.421450507154,72.6516257012005,15.2869121874392,304.110288410244,-66.9246529753047,0,101,197.374202878779,154,7919.24477243487,15.2408988283615,4,2,5433.77583891721
"Spring","LAX","Rain","Cirrus","Subtropical Jet","Low","B737","Standard Fabric","CFM56","Consortium","Classic Terminal",964.616529431608,82659.345554762,23333.9227709553,39307.7524949527,486.958876801495,52.6553074263421,52.6427961755667,324.452189987835,-33.538812667084,15.9730997566905,77,204.072044553512,157,7257.48560327231,7.93688413209599,1,2,7600.92096119295
"Spring","LAX","Clear","Cirrus","Polar Jet","Moderate","B737","Standard Fabric","CFM56","Consortium","Concrete Hub",925.262457107458,86299.8843409441,19177.7495324131,41530.397547908,505.178738782513,94.6608513639329,79.9336323502746,202.604116765993,-50.1450540043706,0,45,186.001388487809,181,7776.51378438947,5.1766181845849,2,0,5083.19325276943
"Spring","ATL","Rain","Cumulus","No Significant Jet","Low","B737","Leather","LEAP-1A","Consortium","Concrete Hub",339.596567729224,58636.6341289374,15116.562171824,35254.9833068262,476.681956910504,-14.6772719562024,8.84366228462812,79.1548719584091,-42.075262574744,0,58,154.310766443697,84,7041.70822774193,3.20654442222469,5,0,1170.18473323667
"Winter","ATL","Snow","Cumulus","Polar Jet","Low","A320","Premium Fabric","LEAP-1A","France","Concrete Hub",435.723675703022,66559.7131083248,10750.9918361112,36855.4762920345,494.083133532152,59.5413385381247,3.7063121438403,55.7231638775429,-64.8088985262178,0,40,140.551868629514,69,7681.92046271552,3.288061630673,5,0,1046.68875197961
"Summer","SEA","Clear","Cirrus","Polar Jet","High","B737","Standard Fabric","CFM56","Consortium","Modern Glass",884.130143437369,88686.668057452,19518.7066813208,37007.5804088849,483.87434478056,44.3122785638619,73.5998226773342,130.8392435847,-49.2919452062627,41.7446094034107,57,192.683555263425,142,7344.1667444549,18.7931064278249,1,0,6045.73225905982
"Summer","ATL","Rain","Cumulonimbus","Weak Jet","High","A320","Premium Fabric","LEAP-1A","Consortium","Concrete Hub",506.634472606485,71294.9147685338,16657.3383747028,34319.0875940299,458.550864701745,36.6410718828398,23.6265313810538,121.429567712111,-36.7664923775524,29.6097130033883,52,178.036601613529,113,7449.18048424753,11.5127914814545,3,0,2589.6514525202
"Summer","JFK","Storm","Cumulonimbus","Subtropical Jet","High","B737","Leather","CFM56","Consortium","Classic Terminal",1267.69927349913,84018.9162610416,18052.5744713101,39784.4876601705,467.499511788924,3.97959962658042,81.4551536360513,375.499517034577,-40.3665480388249,100.647175401365,84,166.651395395784,125,8145.73720881537,58.8038951610135,4,1,12751.571167206
"Fall","ATL","Clear","Stratus","No Significant Jet","Moderate","B737","Standard Fabric","LEAP-1A","Consortium","Classic Terminal",365.60971760254,68256.4732097583,16601.1001999535,35198.2384460398,465.298592087034,-54.7540144521858,10.8259652169101,71.7132418976195,-48.1396528505923,0,79,172.176074462531,69,7381.40138379486,9.35234973853184,5,1,1311.048990781
"Summer","LAX","Clear","Cumulus","Weak Jet","High","A320","Leather","LEAP-1A","France","Concrete Hub",628.643032763547,72977.3029223918,20322.9256558787,36023.3530603967,462.576571592052,-82.1645651224639,5.76162566178274,109.979326153645,-35.9123801033999,4.88274451008287,56,158.371750353504,210,7252.99277378467,6.18271356235157,4,0,2654.41867138079
"Spring","JFK","Rain","Cumulus","Polar Jet","Moderate","B737","Standard Fabric","LEAP-1A","France","Classic Terminal",736.124040609156,82256.0870383375,18277.5103040119,36635.23780283,467.455771421755,74.4811123889939,23.5510954154574,76.1894485544987,-51.9375097678456,0,61,192.324463868052,128,7468.85274643006,22.0908026251703,6,0,2375.91848929071
"Summer","LAX","Storm","Cumulonimbus","Subtropical Jet","Low","B787","Lie-Flat Premium","GEnx","United States","Modern Glass",2358.90868731242,166728.502051149,31198.6074409535,41262.5796590135,485.465270836842,-7.28217310551756,57.473167948642,320.465253260707,-31.8476660099396,10.1335092534476,160,201.430402473544,160,5051.94413276285,23.1386515837157,3,6,18676.6003500818
"Fall","ATL","Storm","Stratus","Weak Jet","Low","A320","Premium Fabric","CFM56","Consortium","Concrete Hub",395.562205440155,75596.2411377645,15585.5927330789,33345.9108821027,435.825506756929,-30.2304071947311,36.5741409652518,101.46410504883,-49.1301371607201,0,42,161.041669817823,145,7945.70415889448,12.301472965256,2,0,1685.81864689256
"Summer","ATL","Rain","Stratus","Weak Jet","High","A350","Lie-Flat Premium","Trent XWB","United Kingdom","Classic Terminal",1495.50421795593,200448.756720086,44419.573202871,43016.8564624153,505.182042662216,15.9199427050293,89.3179166021905,276.464032212155,-36.5459500782047,70.8587158612036,134,225.076278145436,231,5047.52509181644,16.3733342713364,1,3,16239.6714008422
"Summer","ATL","Clear","Cumulus","Subtropical Jet","Low","B737","Premium Fabric","CFM56","Consortium","Classic Terminal",499.760650486994,59457.0218343778,13202.6356946317,34810.5975022274,466.918227957474,16.1416097539882,14.3357204454748,96.8627940896681,-29.4494792726485,0,68,155.938101156903,88,7273.44863368177,9.64456928086019,3,0,1624.59075080782
"Spring","ATL","Rain","Cumulus","Subtropical Jet","Moderate","B737","Standard Fabric","CFM56","Consortium","Concrete Hub",733.059874619995,84678.1196399046,19941.8941604671,36031.7694685203,467.541127503162,49.8083166784936,18.962962732015,265.476333873332,-35.6508380925815,0,79,208.363108502596,143,7537.54643416567,23.5724487092673,9,1,3820.22477455499
"Summer","JFK","Rain","Stratus","No Significant Jet","High","B737","Leather","LEAP-1A","France","Modern Glass",658.452765604262,64075.9224420216,15691.4934577071,32865.3356175216,447.054906270959,-27.1447823248662,55.4714118577518,207.337831146683,-34.9466614494518,0,71,155.579357284232,111,6743.01468813682,33.7408112018497,4,0,3357.01454868652
"Winter","LAX","Storm","Cumulonimbus","Polar Jet","Severe","A350","Standard Fabric","Trent XWB","United Kingdom","Concrete Hub",3291.43289309007,216612.522617605,46518.4704098571,42661.2628811919,480.133184497754,-2.49000949974096,77.6817579056994,522.713948618121,-63.5052117732033,58.5128452021076,247,331.812853846527,211,5324.29144757915,58.0433142464549,5,3,37581.6175207681
"Spring","LAX","Clear","Stratus","No Significant Jet","Severe","A320","Standard Fabric","LEAP-1A","France","Modern Glass",644.570805080283,71521.4713713732,17791.8831066242,37998.0958724092,453.07290816576,30.135683439449,26.7770639689728,156.371788590084,-40.7146379559035,32.7517601519474,48,161.782262168987,77,7533.91667872348,54.9401170448342,5,0,3431.14386543579
"Fall","ATL","Rain","Cirrus","Weak Jet","High","A320","Standard Fabric","LEAP-1A","France","Modern Glass",485.717508576659,77071.0331944578,11551.9357853477,34864.4982913468,438.921578256006,33.6100143399026,21.8624579803589,184.917506353527,-45.9217791309711,27.4821444324919,61,183.047600220546,82,7733.91657104158,26.365525884538,6,0,2456.24278211693
"Summer","LAX","Rain","Stratus","Weak Jet","Moderate","A350","Standard Fabric","Trent XWB","United Kingdom","Modern Glass",3304.13710494377,221662.997569294,60480.6705176443,48680.4152618824,542.786937701336,29.5746091173136,26.9094648581704,692.616961546033,-36.4753366114719,0,287,346.206947642046,511,5515.56082864313,18.2679876207346,1,8,30263.7243615762
"Summer","SEA","Rain","Cirrus","Polar Jet","High","A320","Premium Fabric","GEnx","United States","Concrete Hub",1571.62456024289,98559.3156019445,20545.3509498009,42085.9833906649,488.919055839579,27.7218292189648,15.0971804857378,305.73338933127,-52.8043359535357,0,110,196.663460382834,171,7308.09289316762,51.1433161655415,4,4,7359.52574381196
"Summer","ATL","Rain","Stratus","Weak Jet","High","B737","Leather","CFM56","Consortium","Concrete Hub",624.155088309074,73388.6682053006,17659.0739163145,35939.4436763252,458.85255971169,8.20475133345973,37.7242305773464,147.795636460742,-38.644876199742,28.7670336176042,57,153.246538219968,134,7572.13680165933,31.9991413238923,4,1,3934.75953632073
"Spring","LAX","Clear","Cirrus","Weak Jet","High","B787","Premium Fabric","GEnx","United States","Classic Terminal",2539.55153462041,172072.642303256,42964.6551205032,43420.2739269906,541.646081045092,72.7247777030954,39.306524529106,691.411197374225,-41.5588545039505,0,199,274.747031205128,264,5474.56959320397,22.0794934890838,2,5,23468.7976884317
"Spring","ATL","Snow","Cumulus","Weak Jet","Low","A320","Leather","CFM56","Consortium","Concrete Hub",360.379706741762,58590.9412476833,13213.943397099,34753.6841237437,442.645910880991,2.66865397141984,22.7970975389248,87.5878762440024,-48.0141414470472,0,42,115.427009457977,88,7670.18667850544,6.51886889935515,4,0,1165.41643803001
"Winter","JFK","Snow","Cumulus","Subtropical Jet","Moderate","B737","Premium Fabric","GEnx","United States","Classic Terminal",739.628283793959,93398.2898279348,20065.2920033138,39359.6878648883,465.802855791151,15.0932966976652,20.5617068346827,115.296204823835,-54.7808081253939,28.8674035621087,78,187.955126771649,145,7205.23653448331,34.011742072993,6,0,3885.98380989828
"Fall","JFK","Rain","Stratus","Polar Jet","Severe","B737","Standard Fabric","LEAP-1A","Consortium","Classic Terminal",1169.32432603072,87421.9232820789,19289.5802101169,38632.2815136577,502.068784016093,108.701661409884,66.6712387565044,217.77884989682,-58.7579484893683,44.4160049056636,81,193.904637290144,115,7509.23165640573,23.5607482970357,1,2,8969.15727800042
"Winter","LAX","Clear","Cumulus","Weak Jet","Moderate","B737","Leather","CFM56","Consortium","Concrete Hub",542.367704124508,69356.0788744383,14516.9994180417,35971.0183156967,484.530317621647,-17.3708087089099,27.2352694740948,96.0095306652523,-51.2366654390818,0,56,148.698953719287,89,7198.85613847627,5.67684045321305,3,0,2324.33710466864
"Spring","ATL","Rain","Stratus","Weak Jet","Low","A320","Standard Fabric","CFM56","Consortium","Classic Terminal",495.666568090079,67736.6270914824,11743.3296053683,37511.732906905,463.157586784719,47.1705056309719,23.7929671790143,199.086556092854,-45.9952663708517,0,52,162.211074685267,96,7764.97280225243,11.218607671571,2,0,2002.61619972012
"Fall","LAX","Rain","Stratus","Polar Jet","High","B737","Premium Fabric","CFM56","Consortium","Classic Terminal",1107.78790432891,96569.1714828804,23889.9718772097,39802.6501114786,478.210786134104,94.8125346021621,56.9985147901894,240.165963962752,-49.9695334883458,0,74,205.875169674462,205,7619.0369096676,17.8667513753253,3,1,6213.93733709089
"Spring","JFK","Rain","Stratus","Polar Jet","Low","B737","Leather","CFM56","Consortium","Classic Terminal",784.848113518211,76658.4860033582,14891.1620930344,37100.0364293917,472.682086614852,16.9543992686522,24.6402829520982,131.279988488641,-56.7175273191253,0,60,158.69492927814,117,7397.51845008016,21.3836967870271,3,1,3104.60431591996
