quarter,day,holiday,category,parent,brand,supplier,fulfillment,prime,labor_regime,comp_shortage,package_quality,visibility,price,discount_pct,ad_spend,avg_rating,num_reviews,historical_sales,inventory_level,shipping_time,competitor_price_diff,page_views,manufacturing_cost,vendor_funding,marketing_budget,product_age,time_on_platform,warehouse_capacity,distance_to_customer,labor_level,search_rank,packaging_quality,weekly_demand
Q2,Fri,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,Medium,0,Good,Top20,3.264941215,39.16023495,0.147489554,5,10,1,1133,0.5,-4.6,0,1.199673336,0.032685194,1.652138526,1246,1314,1213,62,1.59,1,69.1,2040
Q1,Tue,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,Low,0,Standard,Top100,2.288264003,12.24796742,0.118106005,5,12,2,1233,0.5,-10.1,0,0.826087908,0.045245027,1.407508633,3376,3376,1233,101,0.64,1,58.1,3583
Q3,Sun,0,SportsOutdoor,Samsung,Galaxy,AuthorizedDistributor,FBA,0,High,0,Standard,Top100,262.4925046,51.82753085,3.472987001,4.7,23,6,247,2,0,1,98.44906369,3.054011791,36.79695525,22,44,247,963,2.49,8.7,81.9,1226
Q2,Tue,0,Grocery,PG,LorealParis,ManufacturerDirect,SellerFulfilledPrime,1,High,1,Good,Top100,7.438042363,30.42306256,0.538500969,4.1,1,7,874,1,-10.3,1,2.726716486,0.23332061,19.90401197,88,88,874,160,2.22,6.4,70.2,5527
Q3,Fri,0,Electronics,Penguin,Galaxy,Importer,MerchantFulfilled,0,High,1,Good,LowVisibility,127.6719944,5.369911903,1.065663699,4.2,21,11,137,4,-10.3,1,29.544877,0.956943899,7.364631305,220,220,137,5409,2.07,1,78.8,152
Q3,Thu,0,Grocery,Samsung,Galaxy,MarketplaceSeller,MerchantFulfilled,0,Peak,0,Poor,LowVisibility,19.2794695,67.79671471,2.025750483,3.4,8,6,495,5,-3.2,1,3.30737874,1.564782087,33.68331623,36,37,495,659,2.55,1,12.4,307
Q1,Mon,0,Home,Samsung,Galaxy,MarketplaceSeller,MerchantFulfilled,1,Low,0,Poor,LowVisibility,111.3053486,44.26985306,1.22659563,4.3,1,0,15,2,-1.4,0,14.5634654,0.70006582,4.708433545,57,134,15,964,0.25,1,48.6,10
Q2,Sat,0,Clothing,Nike,NikeRunning,WholesaleAggregator,FBA,1,High,0,Good,Top100,72.84428662,71.58492427,3.935033795,4.9,11,1,553,1,-2,0,21.82648762,0.438945509,20.36932124,10,27,560,403,2.57,1,97.5,236
Q1,Fri,0,Grocery,Nestle,NikeRunning,ManufacturerDirect,FBA,1,Medium,0,Good,LowVisibility,4.823341183,21.77980029,0.36200945,4.7,7,16,692,0.5,-10,0,3.130771071,0.269100147,3.747350031,63,63,1697,57,1.71,3.7,97.2,4339
Q3,Sun,0,Home,Samsung,Galaxy,MarketplaceSeller,MerchantFulfilled,0,High,0,Standard,LowVisibility,153.7996828,37.16286339,4.070548324,4.8,14,11,166,2,-7.1,1,21.13068622,0.612906564,25.94670703,53,116,166,1341,1.82,1,76.8,464
Q1,Thu,0,Clothing,Sony,SonyAudio,AuthorizedDistributor,FBA,1,Low,0,Premium,Top100,79.36112073,23.35092297,3.738725847,4.7,14,14,288,0.5,-8.7,1,51.65640579,0.525929497,50.09016461,14,50,288,207,0.85,15.9,100,1857
Q1,Tue,0,Home,Penguin,PenguinClassics,Publisher,SellerFulfilledPrime,1,Medium,0,Premium,LowVisibility,9.960345911,25.63074803,0.497696393,4.6,9,3,861,1,-10.5,0,0.933419587,0.099344159,1.628489856,149,1134,861,71,0.82,1,65.5,700
Q4-Holiday,Mon,0,Toys,Generic,Kindle,Importer,MerchantFulfilled,0,High,1,Standard,LowVisibility,15.18766075,29.0090431,0.722594526,4.3,5,5,38,15,-9.3,0,6.732937224,0.191639457,6.738420372,17,51,92,760,2.82,1,49.4,69
Q3,Thu,0,Clothing,Nike,NikeRunning,Importer,FBA,1,High,0,Good,Top100,66.1559293,70.28207663,3.504180244,4.7,14,4,510,1,0.5,0,10.31404616,2.734234205,42.34994456,12,43,630,1668,2.62,1,73.3,388
Q4-Holiday,Tue,0,Clothing,Generic,Galaxy,AuthorizedDistributor,MerchantFulfilled,1,Peak,0,Good,Top100,78.95266209,21.77561635,1.678794116,4.8,25,4,116,2,7.8,1,38.60431293,1.033375921,32.70237516,12,14,116,175,3.21,2.5,97.7,457
Q2,Fri,0,Toys,Generic,GenericBrand,MarketplaceSeller,MerchantFulfilled,1,Low,0,Poor,LowVisibility,9.727123095,27.11663886,1.366156317,3.7,1,0,328,3,-12.6,0,3.555026185,0.952736908,4.624273566,36,37,328,1206,0.57,1,25.2,356
Q2,Tue,0,Clothing,Generic,HasbroGaming,AuthorizedDistributor,FBA,1,Medium,0,Premium,Top5,55.88943394,71.06102357,7.068480446,4.8,49,19,2011,0.5,-8.4,3,12.98970862,3.095613516,53.26760385,26,75,2011,323,1.91,31.8,93.8,96629
Q1,Sat,0,Clothing,Samsung,Galaxy,Importer,FBA,1,Low,0,Good,Top5,392.5649314,43.61495995,34.73571646,4.7,119,80,1777,0.5,-11.3,6,179.1295946,25.29746776,188.3595856,8,17,1777,574,1.3,56.4,100,60099
Q3,Thu,0,Home,Nike,AmazonBasics,MarketplaceSeller,MerchantFulfilled,1,High,0,Poor,Top100,17.14748448,74.1778687,1.632792557,3.7,3,5,2277,1,7,1,6.786418283,0.215989945,17.55359411,213,213,2277,4328,1.77,1,15.5,252
Q3,Fri,0,Clothing,Nike,Kindle,MarketplaceSeller,MerchantFulfilled,0,Medium,0,Poor,Top100,24.91921814,46.31760143,1.451801858,3.1,27,0,36,3,-1.4,0,5.059367911,0.31178153,5.32388557,39,96,36,975,1.22,1,19.6,46
Q4-Holiday,Thu,0,SportsOutdoor,Generic,PenguinClassics,Publisher,MerchantFulfilled,1,Medium,0,Good,Top20,30.8060803,37.96449542,1.281379254,4.6,3,4,311,2,0.8,0,20.18990083,0.68866336,6.471135941,93,242,421,510,1.99,1,71.7,2019
Q1,Tue,0,Electronics,Samsung,Galaxy,MarketplaceSeller,FBA,1,Low,0,Poor,LowVisibility,491.2573211,32.6529025,4.190825633,4.1,11,4,266,1,-18.8,0,167.5575927,1.456275715,12.9058243,5,10,266,927,0.77,1,46.2,68
Q4-Holiday,Sun,0,Beauty,Generic,HasbroGaming,Publisher,FBA,0,High,0,Good,LowVisibility,12.46430359,67.85030097,0.538907758,4.2,6,1,440,1,-8.6,0,3.31219045,0.25212866,2.958194967,60,65,440,278,3.37,1,70.6,1433
Q3,Tue,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,Low,0,Good,Top100,2.059206413,56.98195523,0.226312604,4.4,19,4,5946,0.5,-15.6,1,0.4305795,0.146111734,1.967499036,2029,4364,5946,117,1.18,6.1,58.2,36510
Q4-Holiday,Sat,1,Home,Loreal,PlayStation,MarketplaceSeller,FBA,1,Peak,0,Good,Top5,220.5987706,31.83202948,16.52327895,5,32,65,169,1,3.5,5,42.74901872,13.82065944,188.9550758,17,29,523,213,5.05,43.5,100,8250
Q4-Holiday,Thu,1,Toys,Generic,GenericBrand,MarketplaceSeller,MerchantFulfilled,1,High,1,Poor,Top5,28.39890803,72.83665055,13.38213382,3.9,76,136,365,2,-5.4,7,12.49099464,5.741722404,24.22384374,36,97,1353,904,4.13,35.6,28.6,187025
Q4-Holiday,Thu,0,Toys,Samsung,Galaxy,WholesaleAggregator,FBA,1,Peak,0,Poor,Top20,122.6624275,16.11307902,6.060678766,3.8,83,15,753,0.5,-2.7,2,31.97110263,3.016520335,47.33207751,49,50,897,173,4.54,24.8,80.5,1228
Q2,Fri,0,Books,Penguin,PenguinClassics,Publisher,MerchantFulfilled,1,High,0,Good,LowVisibility,1.726600347,18.69110199,0.074019741,4.8,6,3,360,2,-11.6,0,0.681169699,0.06497015,0.522700751,3250,3407,455,27,1.47,1,48.5,3001
Q1,Thu,0,Grocery,Nike,NikeRunning,MarketplaceSeller,FBA,1,Low,0,Good,Top100,13.66268741,23.26840761,0.642707806,4.8,6,5,517,1,-2.9,0,2.017146034,0.418487022,6.741027023,37,37,517,103,0.96,1,69.3,4304
Q4-Holiday,Tue,0,Books,Nestle,PenguinClassics,Publisher,FBA,1,Low,0,Standard,Top100,1.59602315,8.301446883,0.142150994,4.7,14,4,4059,0.5,-5.8,0,0.611484732,0.06595718,1.473977161,675,2091,10087,359,2.2,1,64,1724
Q2,Fri,0,SportsOutdoor,Generic,PenguinClassics,WholesaleAggregator,MerchantFulfilled,0,Medium,0,Standard,Top100,14.7972786,22.76647893,0.222220688,4.5,1,0,133,6,9.2,0,9.07088696,0.16248761,0.617729638,37,79,133,364,1.15,1,52.7,30
Q2,Sat,0,Toys,Generic,HasbroGaming,MarketplaceSeller,FBA,1,Medium,0,Standard,Top20,15.66135473,66.37225984,2.523989889,4.3,11,3,641,0.5,5.5,0,7.321514675,1.421508944,9.431509195,30,50,1065,880,2.06,13.9,54.9,9197
Q2,Mon,1,Toys,Sony,Kindle,MarketplaceSeller,MerchantFulfilled,0,High,1,Poor,Top5,70.89262328,55.59490317,31.3605163,4.5,40,64,114,10,-4,8,16.56227927,17.39566894,124.7612494,10,45,114,251,3.09,44.1,58.3,87142
Q3,Sat,0,SportsOutdoor,Apple,iPhone,ManufacturerDirect,FBA,1,Medium,0,Premium,Top5,3788.554486,20.4590356,244.308499,5,575,35,152,1,-16.8,112,1074.636875,195.5259873,1493.329621,2,11,152,286,2.4,73.8,100,145290
Q3,Fri,1,Grocery,Generic,HasbroGaming,MarketplaceSeller,FBA,1,High,0,Poor,LowVisibility,2.734702838,66.59897015,0.707307566,3.1,0,9,748,1,-6.5,0,0.556292509,0.182882253,2.679254094,112,144,1834,497,3.56,1,0,3193
Q2,Sun,0,Beauty,Samsung,NikeRunning,MarketplaceSeller,MerchantFulfilled,1,Medium,0,Good,LowVisibility,66.38054083,39.06577007,1.440877549,4.5,12,0,80,1,-1.3,0,5.532961581,1.190291218,4.345061856,38,38,80,870,1.23,1,80.7,261
Q3,Mon,1,Electronics,Generic,NikeRunning,ManufacturerDirect,FBA,1,Medium,1,Standard,Top5,365.7407882,78.4344656,58.70625467,5,316,266,689,1,-26.2,141,155.5018237,37.83880792,1217.85929,33,33,689,104,3.45,71.2,100,9059912
Q2,Thu,0,Clothing,PG,Nescafe,Importer,FBA,1,High,0,Good,Top100,9.294927825,77.43672169,0.759763993,4.4,4,1,1577,0.5,-6.1,0,1.960406977,0.262113145,14.66670982,22,22,1792,228,2.33,1,59.5,5221
Q1,Wed,0,Books,Generic,PenguinClassics,Publisher,FBA,1,Low,0,Premium,Top100,6.210218969,27.18494887,0.30740365,5,18,14,1624,1,-10,1,1.976699395,0.090143295,1.86319607,6761,6761,1624,38,0.64,25,100,12417
Q4-Holiday,Sun,0,Books,Penguin,PenguinClassics,Publisher,MerchantFulfilled,1,High,0,Standard,Top100,1.705066806,9.667644011,0.056368512,4.2,7,1,393,1,-14,0,0.792546159,0.041090839,0.194737653,712,1834,393,25,2.62,1,37.5,557
Q4-Holiday,Thu,0,Beauty,Apple,Kindle,WholesaleAggregator,MerchantFulfilled,0,Peak,0,Good,LowVisibility,96.31047374,64.52327653,4.959214555,4.9,22,18,794,3,-4.6,1,15.49415511,2.707135132,83.80046764,22,29,794,238,3.2,1,100,4305
Q4-Holiday,Fri,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,High,0,Standard,Top100,2.205145091,18.95294867,0.051496708,4.7,4,0,1709,0.5,-4.7,0,1.107275361,0.036074667,0.185095538,276,582,1709,221,3.37,1,63.8,928
Q1,Sat,0,Beauty,Generic,GenericBrand,MarketplaceSeller,MerchantFulfilled,1,Medium,0,Poor,LowVisibility,12.03756947,33.53345305,0.476271544,3.8,1,0,57,4,6.1,0,5.777633611,0.132636362,3.021049033,73,73,57,205,0.98,1,39.7,202
Q3,Wed,0,Home,Generic,iPhone,Importer,FBA,1,High,0,Premium,Top5,426.7909612,13.20078401,20.3220068,4.6,55,17,218,1,-23.5,7,28.92118969,3.502235477,81.03815538,6,9,218,179,2.71,52.9,100,15341
Q3,Fri,0,SportsOutdoor,Hasbro,AmazonBasics,ManufacturerDirect,FBA,1,Medium,0,Premium,Top20,47.82797826,60.38822691,7.634961609,5,15,14,4332,0.5,-12.1,16,19.66394095,2.903482565,134.9490975,197,197,4332,98,2.08,51.9,100,140845
Q2,Mon,0,Books,Penguin,PenguinClassics,Publisher,MerchantFulfilled,1,High,0,Premium,Top20,2.803325189,31.56010835,0.3018753,4.3,8,22,1348,1,-16,0,0.25,0.098317382,0.747517729,3688,4543,1348,90,1.57,6.2,48.4,3493
Q4-Holiday,Wed,1,Toys,Generic,Kindle,ManufacturerDirect,FBA,1,High,1,Poor,Top5,38.76705489,80.95144657,20.16701413,4.2,219,288,3457,1,-22,49,12.72560028,9.865879184,221.8892433,36,51,3457,82,5.22,67.1,68.4,8174132
Q1,Tue,0,Toys,Sony,PlayStation,AuthorizedDistributor,FBA,1,Medium,0,Premium,Top5,244.3446507,43.54272486,23.23677976,5,94,170,2289,0.5,-7.2,20,62.38964456,8.761143207,56.69335142,52,77,2289,550,1.86,65.2,100,118703
Q2,Sat,0,SportsOutdoor,Loreal,Galaxy,MarketplaceSeller,MerchantFulfilled,0,High,0,Standard,LowVisibility,112.8946717,84.44143149,5.387687523,4.7,7,12,434,3,8.2,1,47.44563229,0.748235788,37.51529052,56,112,434,2206,1.61,1,76,581
Q2,Sat,0,Toys,Generic,SonyAudio,MarketplaceSeller,FBA,1,Medium,0,Poor,Top20,13.54926089,79.6468221,0.658687038,4,4,0,301,1,-2.2,0,4.430730035,0.249245093,3.331420204,9,11,301,308,2.06,1,27,19172
Q1,Sat,0,Home,Nike,LorealParis,MarketplaceSeller,MerchantFulfilled,0,Low,0,Poor,LowVisibility,22.43922476,28.1537942,0.805964376,3.9,6,2,38,4,7.1,0,11.59581813,0.68736616,10.29821272,46,96,38,590,0.25,1,34.8,15
Q2,Thu,0,Clothing,Nike,NikeRunning,MarketplaceSeller,MerchantFulfilled,0,Medium,0,Good,LowVisibility,47.77950271,58.44276776,1.530107771,4.6,2,4,154,4,2.4,0,24.79510465,0.509550903,7.25185882,21,52,154,526,0.9,1,58.8,12
Q3,Sat,0,Grocery,Nike,NikeRunning,WholesaleAggregator,FBA,1,High,0,Good,LowVisibility,15.27326256,19.23181593,0.844350895,4.5,6,14,1680,0.5,4,0,4.518432913,0.586940352,3.235553928,18,42,3172,189,3.08,1,81.7,346
Q4-Holiday,Tue,0,SportsOutdoor,Apple,iPhone,ManufacturerDirect,FBA,1,High,0,Premium,Top20,3293.385075,4.268074212,22.90355064,5,178,27,727,0.5,-11.2,16,744.0467257,14.51285033,279.1000216,14,17,1098,1083,3.64,52.7,100,8129
Q1,Sun,0,Electronics,Penguin,PenguinClassics,Publisher,FBA,1,Low,0,Standard,Top100,30.94657982,40.76054372,0.72824585,4.5,23,8,871,0.5,-7.4,0,24.53532995,0.522659785,17.17333031,54,270,2432,291,0.96,1,73.2,1561
Q3,Thu,0,SportsOutdoor,Generic,Galaxy,ManufacturerDirect,SellerFulfilledPrime,1,Medium,0,Standard,Top5,254.3511846,39.68139038,8.126435645,4.9,37,12,275,1,-6.6,1,147.0557978,6.033611138,19.56981231,7,10,275,632,1.82,41.3,100,1460
Q4-Holiday,Sun,0,Clothing,Nike,NikeRunning,MarketplaceSeller,MerchantFulfilled,0,Low,0,Good,Top100,62.52847257,23.54172793,0.854930493,4.6,3,4,142,4,19.3,0,13.48991897,0.274652758,4.033235521,66,66,142,550,1.41,1,78.3,39
Q3,Sun,0,Toys,Sony,PenguinClassics,Publisher,MerchantFulfilled,0,Peak,0,Good,Top20,17.11872093,28.64687925,1.804618902,4.3,14,5,264,2,-8.2,0,3.066435422,0.544049403,7.861218811,38,164,274,586,2.77,1,69.5,883
Q4-Holiday,Mon,1,Clothing,Generic,AmazonBasics,MarketplaceSeller,MerchantFulfilled,0,High,0,Standard,LowVisibility,10.11952819,76.60272342,2.11670033,4.3,2,1,618,3,0.3,0,1.773348916,1.097912673,15.31515989,276,524,1723,879,3.09,1,39.7,1428
Q3,Wed,1,Toys,Loreal,Kindle,ManufacturerDirect,FBA,1,High,1,Good,Top5,65.72321826,87.11411246,100.330186,4.2,167,1406,20510,0.5,-27.4,368,29.52599422,76.50321377,1696.877255,181,228,35920,822,4.2,75.2,97.5,290279775
Q2,Wed,0,Electronics,Apple,iPhone,AuthorizedDistributor,FBA,1,Medium,0,Premium,Top5,14031.64258,4.126565382,395.4527082,5,341,281,186,0.5,-19.8,99,1947.925057,60.39792266,1939.994579,2,5,386,112,1.99,81.8,100,74188
Q3,Sun,0,Books,Samsung,NikeRunning,Publisher,FBA,1,High,0,Standard,Top20,30.14766161,15.41174375,0.39166043,4.4,7,4,786,0.5,-11.6,0,1.682580981,0.245377931,1.999097748,484,484,814,88,2.61,1,65.3,1685
Q1,Sun,0,Home,Sony,SonyAudio,WholesaleAggregator,MerchantFulfilled,0,High,0,Standard,Top100,38.95619621,48.4739109,1.335690779,4.4,3,1,1459,2,-1.2,0,14.54912612,0.97678274,5.175761724,250,250,1459,393,1.56,1,64.7,39
Q4-Holiday,Wed,0,Grocery,Hasbro,GenericBrand,MarketplaceSeller,MerchantFulfilled,0,Peak,1,Poor,LowVisibility,1.90175333,51.72937718,0.158398134,3.4,3,2,198,2,-6.4,0,0.507997943,0.023545947,1.552469321,379,379,198,204,3.26,1,0,269
Q3,Sat,0,Toys,Generic,NikeRunning,MarketplaceSeller,MerchantFulfilled,0,Low,0,Good,LowVisibility,21.48560575,17.23562635,0.909589835,3.6,5,0,92,2,-1.1,0,3.866666313,0.315142161,3.332453689,5,15,92,2137,0.94,1,57,55
Q4-Holiday,Fri,1,Toys,Apple,iPhone,AuthorizedDistributor,FBA,1,Peak,1,Premium,Top5,1974.863462,54.14333955,931.839587,5,3828,4927,1003,0.5,-15.7,1594,92.05425482,231.8262362,7768.074845,1,2,1443,154,5.79,87.9,100,320849836
Q3,Thu,0,SportsOutdoor,Samsung,Galaxy,MarketplaceSeller,MerchantFulfilled,1,Medium,0,Standard,Top20,296.4829039,48.24329451,7.529828057,4.3,15,13,17,12,-1,1,29.32586014,5.583390623,46.65782006,13,33,17,222,1.38,17,63.9,37
Q2,Sat,0,Home,Loreal,PenguinClassics,Publisher,FBA,0,Medium,0,Good,Top100,15.17606168,10.07448106,0.296402506,4.7,13,3,327,1,-4.3,0,6.047597367,0.197722586,1.042159777,204,204,327,75,1.43,1,89.3,332
Q1,Mon,0,Home,Generic,LorealParis,Publisher,FBA,1,Medium,0,Good,LowVisibility,31.80817047,31.24295583,0.423223151,4.7,2,3,621,0.5,-5.6,0,7.746827569,0.195830532,1.748997028,10,15,621,410,1.2,1,81.2,442
Q2,Tue,0,Electronics,Apple,iPhone,Importer,FBA,1,Low,0,Premium,Top5,15164.11481,11.15293232,1648.932352,5,5244,3102,1398,1,-31.1,500,3919.296303,757.9291182,9703.079592,3,8,1398,830,1.42,89.3,100,730076
Q1,Wed,0,Electronics,Sony,PlayStation,MarketplaceSeller,MerchantFulfilled,1,Medium,0,Good,Top5,1214.847293,49.49615928,53.21245067,4.8,62,158,761,1,-9.2,12,118.2312338,45.22086461,231.9962365,31,100,1173,3380,1.06,43.3,100,41396
Q2,Tue,0,SportsOutdoor,Loreal,Kindle,Importer,MerchantFulfilled,0,Medium,1,Standard,LowVisibility,48.01896244,31.8492596,0.801670693,4.4,1,1,167,7,4.6,0,15.80167094,0.70703655,10.92844382,96,96,167,6075,1.15,1,79.3,67
Q2,Sat,0,Clothing,Generic,AmazonBasics,MarketplaceSeller,MerchantFulfilled,1,Low,0,Poor,Top5,17.50904744,33.69460076,2.283937079,4.2,10,8,279,3,1.6,1,4.507129092,0.785443966,7.947982046,40,75,279,319,0.79,2.6,25.3,1156
Q3,Sun,0,SportsOutdoor,Nestle,AmazonBasics,ManufacturerDirect,FBA,1,High,0,Good,LowVisibility,15.20373329,23.227674,1.197127935,5,5,2,2931,0.5,7.8,2,2.989605507,0.672351033,10.89826331,83,170,5552,151,2.72,1,87.8,485
Q4-Holiday,Sun,0,SportsOutdoor,Loreal,HasbroGaming,MarketplaceSeller,MerchantFulfilled,0,Medium,0,Poor,Top100,19.72478635,79.56861514,0.981368418,3.5,5,3,71,5,4,0,5.800847582,0.549691037,7.814215622,9,19,71,883,2.03,1,12.4,50
Q3,Wed,0,Home,Generic,PlayStation,MarketplaceSeller,MerchantFulfilled,0,Low,0,Good,Top5,116.3885217,10.9373069,1.861079645,4.5,29,2,45,1,-3.7,0,21.16992004,0.264955704,7.927865554,32,32,45,673,0.67,1,95,49
Q1,Tue,0,Beauty,Hasbro,GenericBrand,MarketplaceSeller,MerchantFulfilled,0,High,0,Poor,LowVisibility,8.328579568,31.32929545,0.353893533,3.6,1,0,285,4,3.1,0,4.771287375,0.066580784,2.104336777,40,84,285,789,1.21,1,27.6,31
Q4-Holiday,Sun,0,Beauty,Nestle,Nescafe,MarketplaceSeller,MerchantFulfilled,0,Medium,0,Poor,Top100,1.443050051,55.14608082,0.210223947,3.4,0,1,145,2,-5.6,0,0.410135988,0.188027806,1.804822338,118,156,195,283,2.06,1,0,2188
Q1,Sun,0,Home,Generic,HasbroGaming,MarketplaceSeller,MerchantFulfilled,1,Low,0,Poor,Top5,23.93961491,48.42217838,1.073408682,3.6,2,2,65,2,5.5,0,5.863448792,0.382972813,9.349681742,14,15,65,418,0.45,1,25.1,151
Q3,Wed,0,Grocery,Generic,SonyAudio,MarketplaceSeller,MerchantFulfilled,0,High,0,Premium,Top100,6.736336412,24.10033101,0.316162022,4.4,3,2,323,2,-0.4,0,2.085202689,0.133648585,1.464446572,27,41,323,612,2,1,61.5,568
Q4-Holiday,Sun,1,Electronics,Loreal,iPhone,AuthorizedDistributor,FBA,1,Peak,1,Premium,Top5,2546.280857,10.89894369,215.2338995,5,2175,5532,1908,0.5,-27.9,1212,832.6253536,80.42602792,4153.502971,7,16,1942,396,5.77,87.3,100,15065824
Q3,Fri,1,Toys,AmazonBasics,HasbroGaming,WholesaleAggregator,FBA,1,High,1,Poor,Top5,18.51722594,82.49894288,41.80120176,3.4,60,479,7372,1,-13.7,197,3.369847185,22.08308383,1424.193407,80,167,91610,314,4.3,74.2,48.9,46677182
Q2,Mon,0,SportsOutdoor,Generic,AmazonBasics,AuthorizedDistributor,FBA,1,High,0,Premium,LowVisibility,45.61134309,40.1291811,1.230234952,4.3,1,3,693,1,-11.9,1,10.38086114,0.155816682,14.97160751,25,33,693,172,2.21,1,100,228
Q3,Sun,0,Beauty,Hasbro,SonyAudio,WholesaleAggregator,FBA,1,High,1,Good,Top5,31.53630114,29.49175787,1.625728459,4.8,74,50,1386,0.5,-13.9,3,4.328009103,0.964153014,21.6150104,159,159,1386,158,3.15,33.4,92.2,101373
Q2,Tue,0,Books,Nestle,PenguinClassics,Publisher,FBA,1,High,0,Poor,Top100,0.965288481,56.44349924,0.119914767,4,9,3,3808,0.5,-5.9,0,0.25,0.042128511,0.931577017,969,1984,3808,107,2.06,1,0.3,6172
Q2,Sat,0,Books,Sony,PenguinClassics,Publisher,FBA,1,High,0,Good,LowVisibility,6.742392871,30.76407621,0.261570721,4.5,11,9,2483,0.5,-7.3,0,4.62022224,0.140394639,3.652300036,1745,2298,12931,1210,2.22,1,79.1,479
Q3,Fri,0,Beauty,Generic,PlayStation,AuthorizedDistributor,FBA,1,Low,0,Premium,LowVisibility,93.76393007,20.1489952,2.633966211,5,2,9,529,0.5,-15.9,1,47.43743616,0.767942552,15.14981065,76,124,529,89,1.37,5.6,100,1413
Q3,Mon,0,Home,Samsung,iPhone,AuthorizedDistributor,FBA,1,High,0,Premium,Top20,979.3236404,13.74179317,13.68524255,5,99,46,517,0.5,-5.5,4,356.3006015,9.187810899,135.6351032,4,10,517,267,2.52,49.9,100,2191
Q2,Sat,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,Low,0,Standard,Top100,2.073269126,43.40985647,0.163335859,4.8,78,2,3136,0.5,2.6,0,0.428451572,0.087941447,0.533379532,2622,6169,3619,122,1.08,6.7,50.8,7446
Q3,Sun,0,Beauty,Samsung,Galaxy,MarketplaceSeller,MerchantFulfilled,1,Medium,0,Poor,LowVisibility,90.32585855,27.07580293,1.286568828,3.9,19,4,31,3,0.5,0,21.09509783,0.981716648,4.006384874,17,17,31,295,1.52,1,44.1,57
Q3,Wed,0,Clothing,Nike,NikeRunning,MarketplaceSeller,MerchantFulfilled,0,Low,0,Good,Top20,69.82335915,47.94842032,4.395979271,4.1,27,11,176,4,6.5,1,13.8460758,0.882027745,17.25711707,337,337,176,925,0.65,1,64.6,546
Q4-Holiday,Mon,0,Beauty,Generic,AmazonBasics,MarketplaceSeller,FBA,1,High,0,Poor,Top5,15.47761197,73.52893047,2.882736286,4.3,11,23,1243,1,-1.8,3,4.7009252,0.427649194,12.34120878,50,89,2548,152,3.65,23.2,26.9,119022
Q4-Holiday,Tue,0,Beauty,AmazonBasics,PenguinClassics,Publisher,SellerFulfilledPrime,1,Peak,0,Premium,LowVisibility,9.618717324,23.82051969,0.276030702,3.8,11,0,1694,1,-12.6,0,1.685222557,0.085869866,1.966713423,120,148,1694,94,3.22,1,76.8,2142
Q3,Mon,0,Electronics,Samsung,Galaxy,MarketplaceSeller,MerchantFulfilled,0,High,0,Poor,LowVisibility,327.7366232,24.76912551,3.245662811,3.2,8,5,64,3,3.2,0,118.6963767,2.715822319,17.10134613,15,32,88,3847,1.8,1,41.7,95
Q3,Sun,0,Grocery,Hasbro,HasbroGaming,MarketplaceSeller,MerchantFulfilled,0,High,0,Poor,LowVisibility,1.807528906,5.640235779,0.213996396,3.7,1,1,146,3,1,0,1.068360182,0.177460538,1.142474667,34,87,146,219,2.16,1,1.4,183
Q2,Tue,0,Grocery,Generic,SonyAudio,WholesaleAggregator,FBA,1,High,1,Standard,Top5,10.1636402,38.64615688,2.49433921,5,6,84,2056,0.5,-6.1,8,6.559517737,1.245768071,27.95667624,14,36,6778,36,2.88,56.2,67,67171
Q4-Holiday,Fri,0,Toys,Hasbro,LorealParis,MarketplaceSeller,MerchantFulfilled,1,Peak,1,Premium,Top5,34.18175033,21.70955619,4.5309149,4.5,37,12,29,2,-16.2,1,1.687275642,1.857240284,26.08064559,24,54,87,103,3.55,20.7,94.2,6932
Q3,Tue,0,Grocery,Generic,Nescafe,MarketplaceSeller,FBA,1,Low,0,Poor,Top100,1.189083158,28.60067693,0.250233705,3.6,2,4,268,1,-12.5,0,0.303074056,0.15183172,2.052852013,70,81,270,40,1.5,1,0,8572
Q4-Holiday,Fri,0,Grocery,Nike,NikeRunning,ManufacturerDirect,FBA,1,Peak,0,Good,Top100,14.56763118,38.69008918,0.678482462,4.3,1,7,604,0.5,-7.4,0,3.490956713,0.527915447,8.977667308,35,35,1105,189,4.42,8.3,82.8,1210
Q3,Wed,0,SportsOutdoor,Generic,PenguinClassics,Publisher,MerchantFulfilled,0,High,0,Good,Top100,17.60162059,40.45106531,0.377440182,4.4,4,0,406,2,8.1,0,5.02470836,0.234988551,0.90912202,160,213,449,721,1.7,1,67.7,229
Q3,Tue,0,Beauty,Generic,Kindle,MarketplaceSeller,FBA,1,High,0,Good,Top5,62.07314664,6.761926255,2.978345591,5,86,15,196,1,-3.5,1,28.01031155,1.968616036,12.94168579,227,255,254,127,2.63,31.7,100,60882
Q1,Sat,0,Home,Generic,NikeRunning,MarketplaceSeller,FBA,1,Low,0,Good,LowVisibility,40.62020778,28.45753674,0.822988936,4.7,3,0,306,1,-0.2,0,4.83523618,0.153228741,6.024667422,170,183,306,309,0.79,1,68.4,98
